Site,Título,URL,Dia,Mês,bolsonaro,caracteres total,palavras total,caracteres sem nome,palavras sem nome
R7,"Flávio lavou dinheiro em compra e venda de imóveis no Rio, diz MP</a",http://noticias.r7.com/brasil/flavio-lavou-dinheiro-em-compra-e-venda-de-imoveis-no-rio-diz-mp-19122019,2019-12-20,2019-12,Não,68,6,62,5
R7,Gilmar pede informações sobre investigação que mira Flávio</a,http://noticias.r7.com/brasil/gilmar-pede-informacoes-sobre-investigacao-que-mira-flavio-19122019,2019-12-20,2019-12,Não,61,6,55,5
R7,MP: 'Rachadinha' bancou imóveis e loja de doces para Flávio Bolsonaro</a,http://noticias.r7.com/brasil/mp-rachadinha-bancou-imoveis-e-loja-de-doces-para-flavio-bolsonaro-19122019,2019-12-20,2019-12,Sim,72,3,56,1
R7,"Vazam caso para me desgastar e atingirmeu pai, diz Flávio Bolsonaro</a",http://noticias.r7.com/brasil/vazam-caso-para-me-desgastar-e-atingirmeu-pai-diz-flavio-bolsonaro-19122019,2019-12-20,2019-12,Sim,70,5,54,3
Folha,"Se eu não tiver a cabeça no lugar, eu alopro', diz Bolsonaro sobre caso Flávio",https://www1.folha.uol.com.br/poder/2019/12/se-eu-nao-tiver-a-cabeca-no-lugar-eu-alopro-diz-bolsonaro-sobre-caso-flavio.shtml,2019-12-21,2019-12,Sim,78,2,62,0
O Globo,"Flávio diz que explicaria tudo ao MP, mas faltou a todos os depoimentos",https://epoca.globo.com/guilherme-amado/flavio-diz-que-explicaria-tudo-ao-mp-mas-faltou-todos-os-depoimentos-1-24151497,2019-12-21,2019-12,Não,71,6,65,5
O Globo,"A questão do MP. Tá sendo um abuso', diz Bolsonaro sobre caso Flávio",https://oglobo.globo.com/brasil/a-questao-do-mp-ta-sendo-um-abuso-diz-bolsonaro-sobre-caso-flavio-24153530,2019-12-21,2019-12,Sim,68,1,52,-1
O Globo,Bolsonaro diz que há abuso na investigação de Flávio e defende controle do MP,https://oglobo.globo.com/brasil/bolsonaro-diz-que-ha-abuso-na-investigacao-de-flavio-defende-controle-do-mp-24153530,2019-12-21,2019-12,Sim,77,9,61,7
O Globo,"Bolsonaro defende controle do MP e diz que há abuso no caso Flávio: 'Se eu não tiver a cabeça no lugar, eu alopro'",https://oglobo.globo.com/brasil/bolsonaro-defende-controle-do-mp-diz-que-ha-abuso-no-caso-flavio-se-eu-nao-tiver-cabeca-no-lugar-eu-alopro-24153530,2019-12-21,2019-12,Sim,114,9,98,7
O Globo,"Em busca de aproximação com Bolsonaro, Crivella presta solidariedade a Flávio",https://oglobo.globo.com/brasil/em-busca-de-aproximacao-com-bolsonaro-crivella-presta-solidariedade-flavio-24154392,2019-12-21,2019-12,Sim,77,2,61,0
Veja,"A culpa de Flávio, o Zero Um",https://veja.abril.com.br/blog/noblat/a-culpa-de-flavio-o-zero-um/,2019-12-21,2019-12,Não,28,1,22,0
Veja,O que Flávio Bolsonaro e Carlos Alberto Parreira têm em comum,https://veja.abril.com.br/blog/maquiavel/o-que-flavio-bolsonaro-e-carlos-alberto-parreira-tem-em-comum/,2019-12-21,2019-12,Sim,61,1,45,-1
Valor,Bolsonaro vê abuso do Ministério Público no caso Flávio,https://valor.globo.com/politica/noticia/2019/12/21/bolsonaro-ve-abuso-do-ministerio-publico-no-caso-flavio.ghtml,2019-12-21,2019-12,Sim,55,9,39,7
Congresso em Foco,"“Se eu não tiver cabeça no lugar, eu alopro”, diz Bolsonaro sobre caso Flávio",https://congressoemfoco.uol.com.br/governo/se-eu-nao-tiver-cabeca-no-lugar-eu-alopro-diz-bolsonaro-sobre-caso-flavio/,2019-12-21,2019-12,Sim,77,3,61,1
R7,Bolsonaro se irrita com perguntas sobre Flávio e ataca jornalista</a,http://noticias.r7.com/brasil/bolsonaro-se-irrita-com-perguntas-sobre-flavio-e-ataca-jornalista-20122019,2019-12-21,2019-12,Sim,68,9,52,7
O Globo,"Sócio de Flávio Bolsonaro, apontado como possível 'laranja', já foi barrado em camarote de Witzel",https://oglobo.globo.com/brasil/socio-de-flavio-bolsonaro-apontado-como-possivel-laranja-ja-foi-barrado-em-camarote-de-witzel-24154403,2019-12-22,2019-12,Sim,97,5,81,3
Folha,"Suspeito de lavagem de dinheiro, Flávio batalha para reduzir aluguel de loja",https://www1.folha.uol.com.br/poder/2019/12/suspeito-de-lavagem-de-dinheiro-flavio-batalha-para-reduzir-aluguel-de-loja.shtml,2019-12-23,2019-12,Não,76,8,70,7
Folha,MP-RJ mira fantasmas com sigilo telefônico de 29 no caso Flávio Bolsonaro,https://www1.folha.uol.com.br/poder/2019/12/mp-rj-mira-fantasmas-com-sigilo-telefonico-de-29-no-caso-flavio-bolsonaro.shtml,2019-12-24,2019-12,Sim,73,5,57,3
